region,date,temp_c,anomaly
Global,1950-02-01,13.748343123485691,0.7372713832463429
Global,1950-03-01,13.825875229368371,0.814803489129023
Global,1950-04-01,13.806701353899273,0.7956296136599246
Global,1950-05-01,13.823842258205602,0.8127705179662534
Global,1950-06-01,13.856628452623204,0.8455567123838552
Global,1950-07-01,13.820000671007584,0.8089289307682357
Global,1950-08-01,13.92616943858129,0.9150976983419419
Global,1950-09-01,13.829797384404007,0.8187256441646582
Global,1950-10-01,13.902606579479828,0.8915348392404798
Global,1950-11-01,13.871835775252517,0.8607640350131689
Global,1950-12-01,13.908855311205937,0.8977835709665882
Global,1951-01-01,13.785010580081947,0.7739388398425984
Global,1951-02-01,13.911262104538594,0.9001903642992453
Global,1951-03-01,13.920669571372498,0.9095978311331496
Global,1951-04-01,13.868007971448513,0.8569362312091648
Global,1951-05-01,13.852547570803154,0.8414758305638053
Global,1951-06-01,13.846747201319978,0.8356754610806298
Global,1951-07-01,13.827905616008437,0.8168338757690883
Global,1951-08-01,13.850106131175723,0.8390343909363747
Global,1951-09-01,13.8744205762033,0.8633488359639525
Global,1951-10-01,13.947126623242038,0.93605488300269
Global,1951-11-01,13.968314425441706,0.9572426852023579
Global,1951-12-01,14.007709024874655,0.9966372846353071
Global,1952-01-01,13.88198737050805,0.8709156302687013
Global,1952-02-01,13.922568098620538,0.9114963583811893
Global,1952-03-01,13.95683258693831,0.9457608466989615
Global,1952-04-01,13.957852641975231,0.9467809017358828
Global,1952-05-01,13.970729994030865,0.9596582537915168
Global,1952-06-01,14.047244317494044,1.0361725772546961
Global,1952-07-01,14.04987570182621,1.0388039615868614
Global,1952-08-01,13.928336538286603,0.9172647980472544
Global,1952-09-01,14.016616291844802,1.0055445516054533
Global,1952-10-01,14.059987225569683,1.048915485330335
Global,1952-11-01,13.997222351455568,0.9861506112162193
Global,1952-12-01,13.952415749707068,0.9413440094677199
Global,1953-01-01,14.032622098425016,1.0215503581856673
Global,1953-02-01,13.975313985447249,0.9642422452079007
Global,1953-03-01,13.894350255312546,0.8832785150731972
Global,1953-04-01,13.889559724828146,0.8784879845887978
Global,1953-05-01,13.99364537850426,0.9825736382649115
Global,1953-06-01,14.017419495951259,1.0063477557119107
Global,1953-07-01,13.96882194098064,0.957750200741291
Global,1953-08-01,14.014854451315403,1.0037827110760542
Global,1953-09-01,13.961752418564046,0.9506806783246979
Global,1953-10-01,13.97070644198145,0.9596347017421021
Global,1953-11-01,13.9298251334788,0.9187533932394523
Global,1953-12-01,14.073953327894404,1.0628815876550561
Global,1954-01-01,14.097472102913343,1.086400362673995
Global,1954-02-01,13.879061828284756,0.8679900880454081
Global,1954-03-01,13.99288631942221,0.9818145791828616
Global,1954-04-01,14.060626599346747,1.049554859107399
Global,1954-05-01,13.993919867540821,0.9828481273014731
Global,1954-06-01,13.908284280269783,0.8972125400304343
Global,1954-07-01,13.928574520078506,0.9175027798391575
Global,1954-08-01,14.033003742526772,1.0219320022874232
Global,1954-09-01,13.91629561562729,0.9052238753879411
Global,1954-10-01,14.032586359476488,1.0215146192371396
Global,1954-11-01,13.963897488207207,0.952825747967859
Global,1954-12-01,14.014510232667275,1.003438492427927
Global,1955-01-01,14.038196150918269,1.0271244106789208
Global,1955-02-01,13.96445703735402,0.9533852971146715
Global,1955-03-01,14.0012006792945,0.9901289390551522
Global,1955-04-01,13.988335139765407,0.9772633995260591
Global,1955-05-01,13.94788687035767,0.9368151301183225
Global,1955-06-01,13.963059539715395,0.9519877994760471
Global,1955-07-01,13.978085149097696,0.9670134088583477
Global,1955-08-01,13.942960329586729,0.9318885893473805
Global,1955-09-01,13.924070134153357,0.9129983939140089
Global,1955-10-01,13.963656458529234,0.9525847182898861
Global,1955-11-01,13.943445054274676,0.9323733140353276
Global,1955-12-01,13.917764612077436,0.9066928718380876
Global,1956-01-01,13.971158978468168,0.9600872382288195
Global,1956-02-01,13.938759615656963,0.9276878754176145
Global,1956-03-01,13.977684944242457,0.9666132040031084
Global,1956-04-01,13.916886090988381,0.9058143507490328
Global,1956-05-01,13.893231721205511,0.8821599809661631
Global,1956-06-01,13.932176366158288,0.9211046259189395
Global,1956-07-01,13.947649821691211,0.9365780814518629
Global,1956-08-01,13.916909555575163,0.9058378153358149
Global,1956-09-01,13.871449182033876,0.8603774417945278
Global,1956-10-01,13.9066986583077,0.895626918068352
Global,1956-11-01,14.051195483655954,1.040123743416606
Global,1956-12-01,13.919595839804849,0.9085240995655006
Global,1957-01-01,13.892583691762388,0.8815119515230396
Global,1957-02-01,13.846802669007074,0.8357309287677257
Global,1957-03-01,13.783427370792776,0.7723556305534274
